,START TIME YEAR,START TIME MONTH,BIKE TRIPS
0,2013,8,124
1,2013,9,137
2,2013,10,162
3,2013,11,92
4,2013,12,46
5,2014,1,28
6,2014,2,49
7,2014,3,64
8,2014,4,111
9,2014,5,177
10,2014,6,212
11,2014,7,171
12,2014,8,189
13,2014,9,149
14,2014,10,196
15,2014,11,99
16,2014,12,114
17,2015,1,49
18,2015,2,16
19,2015,3,61
20,2015,4,108
21,2015,5,119
22,2015,6,258
23,2015,7,268
24,2015,8,279
25,2015,9,252
26,2015,10,205
27,2015,11,73
28,2015,12,67
29,2016,1,77
30,2016,2,69
31,2016,3,76
32,2016,4,72
33,2016,5,120
34,2016,6,244
35,2016,7,251
36,2016,8,190
37,2016,9,144
38,2016,10,140
39,2016,11,85
40,2016,12,37
