,START TIME YEAR,START TIME MONTH,BIKE TRIPS
0,2013,8,281
1,2013,9,709
2,2013,10,466
3,2013,11,251
4,2013,12,144
5,2014,1,57
6,2014,2,66
7,2014,3,208
8,2014,4,523
9,2014,5,800
10,2014,6,1037
11,2014,7,935
12,2014,8,1005
13,2014,9,1002
14,2014,10,835
15,2014,11,462
16,2014,12,474
17,2015,1,273
18,2015,2,146
19,2015,3,412
20,2015,4,133
21,2015,5,721
22,2015,6,1064
23,2015,7,1211
24,2015,8,1222
25,2015,9,1058
26,2015,10,663
27,2015,11,491
28,2015,12,281
29,2016,1,185
30,2016,2,294
31,2016,3,435
32,2016,4,493
33,2016,5,812
34,2016,6,1261
35,2016,7,1083
36,2016,8,1103
37,2016,9,1101
38,2016,10,794
39,2016,11,662
40,2016,12,238
