,START TIME YEAR,START TIME MONTH,BIKE TRIPS
0,2013,9,62
1,2013,10,459
2,2013,11,283
3,2013,12,143
4,2014,1,46
5,2014,2,33
6,2014,3,197
7,2014,4,435
8,2014,5,816
9,2014,6,1070
10,2014,7,1187
11,2014,8,1300
12,2014,9,926
13,2014,10,644
14,2014,11,311
15,2014,12,246
16,2015,1,148
17,2015,2,47
18,2015,3,217
19,2015,4,452
20,2015,5,256
21,2015,6,871
22,2015,7,1171
23,2015,8,1112
24,2015,9,810
25,2015,10,729
26,2015,11,420
27,2015,12,245
28,2016,1,171
29,2016,2,274
30,2016,3,454
31,2016,4,576
32,2016,5,822
33,2016,6,975
34,2016,7,1073
35,2016,8,982
36,2016,9,917
37,2016,10,757
38,2016,11,538
39,2016,12,185
