,START TIME YEAR,START TIME MONTH,BIKE TRIPS
0,2013,9,325
1,2013,10,405
2,2013,11,211
3,2013,12,134
4,2014,1,73
5,2014,2,116
6,2014,3,155
7,2014,4,318
8,2014,5,685
9,2014,6,980
10,2014,7,1007
11,2014,8,1043
12,2014,9,1126
13,2014,10,836
14,2014,11,351
15,2014,12,215
16,2015,1,172
17,2015,2,103
18,2015,3,290
19,2015,4,467
20,2015,5,539
21,2015,6,1037
22,2015,7,1102
23,2015,8,1157
24,2015,9,888
25,2015,10,784
26,2015,11,468
27,2015,12,222
28,2016,1,168
29,2016,2,238
30,2016,3,428
31,2016,4,582
32,2016,5,716
33,2016,6,1015
34,2016,7,1019
35,2016,8,891
36,2016,9,852
37,2016,10,697
38,2016,11,418
39,2016,12,163
