,START TIME YEAR,START TIME MONTH,BIKE TRIPS
0,2013,7,1
1,2013,8,199
2,2013,9,272
3,2013,10,169
4,2013,11,66
5,2013,12,37
6,2014,1,23
7,2014,2,20
8,2014,3,64
9,2014,4,137
10,2014,5,280
11,2014,6,265
12,2014,7,390
13,2014,8,391
14,2014,9,436
15,2014,10,332
16,2014,11,184
17,2014,12,182
18,2015,1,94
19,2015,2,69
20,2015,3,163
21,2015,4,257
22,2015,5,369
23,2015,6,361
24,2015,7,425
25,2015,8,470
26,2015,9,409
27,2015,10,348
28,2015,11,208
29,2015,12,167
30,2016,1,124
31,2016,2,110
32,2016,3,195
33,2016,4,229
34,2016,5,335
35,2016,6,478
36,2016,7,542
37,2016,8,416
38,2016,9,382
39,2016,10,365
40,2016,11,279
41,2016,12,102
