,START TIME YEAR,START TIME MONTH,BIKE TRIPS
0,2013,9,150
1,2013,10,1115
2,2013,11,512
3,2013,12,245
4,2014,1,123
5,2014,2,155
6,2014,3,458
7,2014,4,1021
8,2014,5,2120
9,2014,6,2720
10,2014,7,3098
11,2014,8,2660
12,2014,9,2385
13,2014,10,1663
14,2014,11,687
15,2014,12,484
16,2015,1,348
17,2015,2,208
18,2015,3,625
19,2015,4,1119
20,2015,5,1887
21,2015,6,2492
22,2015,7,3229
23,2015,8,3228
24,2015,9,2890
25,2015,10,2081
26,2015,11,1197
27,2015,12,670
28,2016,1,563
29,2016,2,672
30,2016,3,1098
31,2016,4,1344
32,2016,5,2225
33,2016,6,2745
34,2016,7,2848
35,2016,8,2592
36,2016,9,2414
37,2016,10,1802
38,2016,11,1328
39,2016,12,527
