,START TIME YEAR,START TIME MONTH,BIKE TRIPS
0,2013,9,248
1,2013,10,317
2,2013,11,194
3,2013,12,104
4,2014,1,70
5,2014,2,103
6,2014,3,216
7,2014,4,357
8,2014,5,647
9,2014,6,790
10,2014,7,1055
11,2014,8,911
12,2014,9,702
13,2014,10,259
14,2014,11,305
15,2014,12,214
16,2015,1,146
17,2015,2,95
18,2015,3,250
19,2015,4,406
20,2015,5,662
21,2015,6,833
22,2015,7,1208
23,2015,8,1260
24,2015,9,1068
25,2015,10,677
26,2015,11,504
27,2015,12,323
28,2016,1,243
29,2016,2,269
30,2016,3,504
31,2016,4,549
32,2016,5,817
33,2016,6,1046
34,2016,7,1114
35,2016,8,974
36,2016,9,851
37,2016,10,794
38,2016,11,681
39,2016,12,224
