,START TIME YEAR,START TIME MONTH,BIKE TRIPS
0,2013,8,264
1,2013,9,799
2,2013,10,387
3,2013,11,225
4,2013,12,94
5,2014,1,45
6,2014,2,50
7,2014,3,136
8,2014,4,303
9,2014,5,725
10,2014,6,1060
11,2014,7,1262
12,2014,8,1100
13,2014,9,835
14,2014,10,472
15,2014,11,228
16,2014,12,144
17,2015,1,74
18,2015,2,66
19,2015,3,197
20,2015,4,394
21,2015,5,659
22,2015,6,790
23,2015,7,1237
24,2015,8,1095
25,2015,9,851
26,2015,10,397
27,2015,11,303
28,2015,12,284
29,2016,1,161
30,2016,2,181
31,2016,3,306
32,2016,4,346
33,2016,5,642
34,2016,6,988
35,2016,7,919
36,2016,8,951
37,2016,9,690
38,2016,10,633
39,2016,11,367
40,2016,12,142
