,START TIME YEAR,START TIME MONTH,BIKE TRIPS
0,2013,6,19
1,2013,7,115
2,2013,10,36
3,2013,11,13
4,2014,1,4
5,2014,2,3
6,2014,3,13
7,2014,4,42
8,2014,5,118
9,2014,6,89
10,2014,7,178
11,2014,8,143
12,2014,9,111
13,2014,10,96
14,2014,11,25
15,2014,12,16
16,2015,1,16
17,2015,2,10
18,2015,3,31
19,2015,4,60
20,2015,5,84
21,2015,6,127
22,2015,7,182
23,2015,8,193
24,2015,9,140
25,2015,10,115
26,2015,11,81
27,2015,12,37
28,2016,1,19
29,2016,2,19
30,2016,3,32
31,2016,4,37
32,2016,5,78
33,2016,6,171
34,2016,7,118
35,2016,8,137
36,2016,9,104
37,2016,10,84
38,2016,11,69
39,2016,12,11
