,START TIME YEAR,START TIME MONTH,BIKE TRIPS
0,2013,6,15
1,2013,7,269
2,2013,8,339
3,2013,9,527
4,2013,10,300
5,2013,11,131
6,2013,12,19
7,2014,1,6
8,2014,2,16
9,2014,3,44
10,2014,4,129
11,2014,5,212
12,2014,6,259
13,2014,7,366
14,2014,8,295
15,2014,9,263
16,2014,10,147
17,2014,11,69
18,2014,12,70
19,2015,1,47
20,2015,2,45
21,2015,3,90
22,2015,4,132
23,2015,5,269
24,2015,6,378
25,2015,7,456
26,2015,8,500
27,2015,9,465
28,2015,10,302
29,2015,11,161
30,2015,12,113
31,2016,1,90
32,2016,2,104
33,2016,3,188
34,2016,4,170
35,2016,5,281
36,2016,6,345
37,2016,7,328
38,2016,8,231
39,2016,9,305
40,2016,10,232
41,2016,11,147
42,2016,12,68
