,START TIME YEAR,START TIME MONTH,BIKE TRIPS
0,2013,6,4
1,2013,7,189
2,2013,8,149
3,2013,9,91
4,2013,10,296
5,2013,11,193
6,2013,12,81
7,2014,1,31
8,2014,2,47
9,2014,3,104
10,2014,4,335
11,2014,5,480
12,2014,6,477
13,2014,7,764
14,2014,8,567
15,2014,9,483
16,2014,10,337
17,2014,11,169
18,2014,12,135
19,2015,1,83
20,2015,2,42
21,2015,3,170
22,2015,4,304
23,2015,5,742
24,2015,6,897
25,2015,7,1578
26,2015,8,1431
27,2015,9,1404
28,2015,10,1726
29,2015,11,1137
30,2015,12,612
31,2016,1,652
32,2016,2,700
33,2016,3,877
34,2016,4,1103
35,2016,5,1301
36,2016,6,1198
37,2016,7,1252
38,2016,8,1137
39,2016,9,1056
40,2016,10,1330
41,2016,11,1036
42,2016,12,380
