,START TIME YEAR,START TIME MONTH,BIKE TRIPS
0,2013,6,190
1,2013,7,3597
2,2013,8,3820
3,2013,9,2915
4,2013,10,884
5,2013,11,395
6,2013,12,107
7,2014,1,20
8,2014,2,33
9,2014,3,275
10,2014,4,1273
11,2014,5,2647
12,2014,6,2937
13,2014,7,3465
14,2014,8,2972
15,2014,9,1616
16,2014,10,1068
17,2014,11,303
18,2014,12,237
19,2015,1,88
20,2015,2,32
21,2015,3,363
22,2015,4,942
23,2015,5,2620
24,2015,6,2770
25,2015,7,3802
26,2015,8,3017
27,2015,9,2013
28,2015,10,1121
29,2015,11,618
30,2015,12,236
31,2016,1,118
32,2016,2,326
33,2016,3,730
34,2016,4,1207
35,2016,5,2215
36,2016,6,3112
37,2016,7,3359
38,2016,8,2618
39,2016,9,1953
40,2016,10,1141
41,2016,11,784
42,2016,12,132
