,START TIME YEAR,START TIME MONTH,BIKE TRIPS
0,2013,9,201
1,2013,10,422
2,2013,11,232
3,2013,12,94
4,2014,1,59
5,2014,2,48
6,2014,3,178
7,2014,4,471
8,2014,5,814
9,2014,6,1147
10,2014,7,1309
11,2014,8,1316
12,2014,9,1003
13,2014,10,713
14,2014,11,418
15,2014,12,312
16,2015,1,168
17,2015,2,135
18,2015,3,465
19,2015,4,611
20,2015,5,891
21,2015,6,1082
22,2015,7,1430
23,2015,8,1340
24,2015,9,1035
25,2015,10,830
26,2015,11,457
27,2015,12,336
28,2016,1,201
29,2016,2,316
30,2016,3,540
31,2016,4,437
32,2016,5,969
33,2016,6,1225
34,2016,7,1229
35,2016,8,1201
36,2016,9,1046
37,2016,10,842
38,2016,11,499
39,2016,12,183
