,START TIME YEAR,START TIME MONTH,BIKE TRIPS
0,2013,9,407
1,2013,10,705
2,2013,11,262
3,2013,12,128
4,2014,1,63
5,2014,2,74
6,2014,3,191
7,2014,4,607
8,2014,5,1030
9,2014,6,1398
10,2014,7,1613
11,2014,8,1755
12,2014,9,1425
13,2014,10,1099
14,2014,11,537
15,2014,12,350
16,2015,1,233
17,2015,2,157
18,2015,3,478
19,2015,4,726
20,2015,5,1352
21,2015,6,1554
22,2015,7,1787
23,2015,8,1833
24,2015,9,1538
25,2015,10,1293
26,2015,11,824
27,2015,12,507
28,2016,1,398
29,2016,2,494
30,2016,3,693
31,2016,4,901
32,2016,5,1389
33,2016,6,1852
34,2016,7,1967
35,2016,8,1677
36,2016,9,1623
37,2016,10,1225
38,2016,11,916
39,2016,12,291
