,START TIME YEAR,START TIME MONTH,BIKE TRIPS
0,2013,7,25
1,2013,8,625
2,2013,9,521
3,2013,10,413
4,2013,11,195
5,2013,12,98
6,2014,1,66
7,2014,2,71
8,2014,3,185
9,2014,4,334
10,2014,5,531
11,2014,6,622
12,2014,7,770
13,2014,8,608
14,2014,9,661
15,2014,10,576
16,2014,11,304
17,2014,12,318
18,2015,1,178
19,2015,2,96
20,2015,3,393
21,2015,4,474
22,2015,5,545
23,2015,6,629
24,2015,7,605
25,2015,8,598
26,2015,9,722
27,2015,10,595
28,2015,11,440
29,2015,12,299
30,2016,1,249
31,2016,2,225
32,2016,3,340
33,2016,4,427
34,2016,5,501
35,2016,6,574
36,2016,7,540
37,2016,8,547
38,2016,9,688
39,2016,10,584
40,2016,11,481
41,2016,12,234
