,START TIME YEAR,START TIME MONTH,BIKE TRIPS
0,2013,9,767
1,2013,10,1241
2,2013,11,540
3,2013,12,265
4,2014,1,92
5,2014,2,124
6,2014,3,446
7,2014,4,1262
8,2014,5,2385
9,2014,6,2902
10,2014,7,2924
11,2014,8,3004
12,2014,9,2741
13,2014,10,1686
14,2014,11,796
15,2014,12,683
16,2015,1,469
17,2015,2,306
18,2015,3,967
19,2015,4,1495
20,2015,5,2211
21,2015,6,2849
22,2015,7,3489
23,2015,8,3168
24,2015,9,2638
25,2015,10,1815
26,2015,11,1143
27,2015,12,792
28,2016,1,625
29,2016,2,810
30,2016,3,1150
31,2016,4,1518
32,2016,5,2472
33,2016,6,3046
34,2016,7,3621
35,2016,8,3166
36,2016,9,2870
37,2016,10,2165
38,2016,11,1521
39,2016,12,530
