,START TIME YEAR,START TIME MONTH,BIKE TRIPS
0,2013,8,158
1,2013,9,554
2,2013,10,334
3,2013,11,120
4,2013,12,36
5,2014,1,14
6,2014,2,33
7,2014,3,130
8,2014,4,297
9,2014,5,613
10,2014,6,859
11,2014,7,1163
12,2014,8,1048
13,2014,9,762
14,2014,10,403
15,2014,11,228
16,2014,12,158
17,2015,1,105
18,2015,2,50
19,2015,3,240
20,2015,4,485
21,2015,5,632
22,2015,6,745
23,2015,7,1050
24,2015,8,900
25,2015,9,710
26,2015,10,472
27,2015,11,227
28,2015,12,168
29,2016,1,100
30,2016,2,156
31,2016,3,322
32,2016,4,407
33,2016,5,601
34,2016,6,1037
35,2016,7,1182
36,2016,8,1400
37,2016,9,1693
38,2016,10,1535
39,2016,11,999
40,2016,12,403
