,START TIME YEAR,START TIME MONTH,BIKE TRIPS
0,2013,8,279
1,2013,9,536
2,2013,10,322
3,2013,11,169
4,2013,12,93
5,2014,1,36
6,2014,2,80
7,2014,3,161
8,2014,4,434
9,2014,5,980
10,2014,6,1020
11,2014,7,1199
12,2014,8,1056
13,2014,9,1191
14,2014,10,922
15,2014,11,502
16,2014,12,370
17,2015,1,243
18,2015,2,142
19,2015,3,434
20,2015,4,685
21,2015,5,1127
22,2015,6,1577
23,2015,7,1988
24,2015,8,1614
25,2015,9,1433
26,2015,10,1044
27,2015,11,739
28,2015,12,468
29,2016,1,378
30,2016,2,388
31,2016,3,618
32,2016,4,917
33,2016,5,1234
34,2016,6,1663
35,2016,7,1553
36,2016,8,1587
37,2016,9,1496
38,2016,10,1172
39,2016,11,786
40,2016,12,299
