,START TIME YEAR,START TIME MONTH,BIKE TRIPS
0,2013,9,30
1,2013,10,32
2,2013,11,11
3,2013,12,6
4,2014,1,5
5,2014,2,4
6,2014,3,7
7,2014,4,44
8,2014,5,60
9,2014,6,73
10,2014,7,203
11,2014,8,218
12,2014,9,144
13,2014,10,135
14,2014,11,80
15,2014,12,58
16,2015,1,46
17,2015,2,24
18,2015,3,32
19,2015,4,61
20,2015,5,46
21,2015,6,80
22,2015,7,74
23,2015,8,54
24,2015,9,56
25,2015,10,78
26,2015,11,51
27,2015,12,57
28,2016,1,69
29,2016,2,55
30,2016,3,59
31,2016,4,69
32,2016,5,90
33,2016,6,108
34,2016,7,111
35,2016,8,83
36,2016,9,87
37,2016,10,77
38,2016,11,52
39,2016,12,24
