,START TIME YEAR,START TIME MONTH,BIKE TRIPS
0,2013,6,47
1,2013,7,230
2,2013,8,1
3,2013,9,2
4,2013,10,183
5,2013,11,750
6,2013,12,359
7,2014,1,221
8,2014,2,209
9,2014,3,594
10,2014,4,1576
11,2014,5,2684
12,2014,6,3445
13,2014,7,4123
14,2014,8,4226
15,2014,9,3056
16,2014,10,2372
17,2014,11,1087
18,2014,12,797
19,2015,1,518
20,2015,2,322
21,2015,3,1111
22,2015,4,1754
23,2015,5,2464
24,2015,6,3402
25,2015,7,4330
26,2015,8,4218
27,2015,9,3535
28,2015,10,2820
29,2015,11,1697
30,2015,12,969
31,2016,1,756
32,2016,2,891
33,2016,3,1353
34,2016,4,1805
35,2016,5,2954
36,2016,6,3933
37,2016,7,4322
38,2016,8,3835
39,2016,9,3554
40,2016,10,2977
41,2016,11,1933
42,2016,12,674
