,START TIME YEAR,START TIME MONTH,BIKE TRIPS
0,2013,7,8
1,2013,8,379
2,2013,9,463
3,2013,10,437
4,2013,11,116
5,2013,12,94
6,2014,1,40
7,2014,2,29
8,2014,3,110
9,2014,4,294
10,2014,5,494
11,2014,6,635
12,2014,7,726
13,2014,8,795
14,2014,9,625
15,2014,10,465
16,2014,11,246
17,2014,12,159
18,2015,1,92
19,2015,2,49
20,2015,3,134
21,2015,4,282
22,2015,5,414
23,2015,6,864
24,2015,7,1140
25,2015,8,878
26,2015,9,842
27,2015,10,666
28,2015,11,363
29,2015,12,228
30,2016,1,175
31,2016,2,200
32,2016,3,314
33,2016,4,456
34,2016,5,724
35,2016,6,1009
36,2016,7,1155
37,2016,8,900
38,2016,9,825
39,2016,10,624
40,2016,11,454
41,2016,12,163
