,START TIME YEAR,START TIME MONTH,BIKE TRIPS
0,2013,9,74
1,2013,10,275
2,2013,11,134
3,2013,12,71
4,2014,1,63
5,2014,2,39
6,2014,3,132
7,2014,4,379
8,2014,5,549
9,2014,6,800
10,2014,7,807
11,2014,8,768
12,2014,9,606
13,2014,10,369
14,2014,11,224
15,2014,12,146
16,2015,1,110
17,2015,2,50
18,2015,3,219
19,2015,4,327
20,2015,5,644
21,2015,6,828
22,2015,7,1092
23,2015,8,1036
24,2015,9,1005
25,2015,10,757
26,2015,11,432
27,2015,12,248
28,2016,1,189
29,2016,2,217
30,2016,3,325
31,2016,4,457
32,2016,5,691
33,2016,6,939
34,2016,7,1079
35,2016,8,865
36,2016,9,830
37,2016,10,630
38,2016,11,452
39,2016,12,144
