,START TIME YEAR,START TIME MONTH,BIKE TRIPS
0,2013,6,7
1,2013,7,101
2,2013,8,478
3,2013,9,377
4,2013,10,221
5,2013,11,97
6,2013,12,52
7,2014,1,13
8,2014,2,15
9,2014,3,53
10,2014,4,157
11,2014,5,116
12,2014,6,281
13,2014,7,421
14,2014,8,322
15,2014,9,217
16,2014,10,210
17,2014,11,109
18,2014,12,103
19,2015,1,63
20,2015,2,44
21,2015,3,131
22,2015,4,285
23,2015,5,392
24,2015,6,499
25,2015,7,457
26,2015,8,492
27,2015,9,509
28,2015,10,749
29,2015,11,641
30,2015,12,340
31,2016,1,365
32,2016,2,362
33,2016,3,335
34,2016,4,389
35,2016,5,506
36,2016,6,521
37,2016,7,574
38,2016,8,548
39,2016,9,671
40,2016,10,613
41,2016,11,591
42,2016,12,235
