,START TIME YEAR,START TIME MONTH,BIKE TRIPS
0,2013,8,226
1,2013,9,851
2,2013,10,535
3,2013,11,267
4,2013,12,154
5,2014,1,70
6,2014,2,80
7,2014,3,237
8,2014,4,474
9,2014,5,725
10,2014,6,916
11,2014,7,1064
12,2014,8,942
13,2014,9,828
14,2014,10,634
15,2014,11,331
16,2014,12,303
17,2015,1,221
18,2015,2,139
19,2015,3,389
20,2015,4,603
21,2015,5,908
22,2015,6,1132
23,2015,7,1412
24,2015,8,967
25,2015,9,1260
26,2015,10,972
27,2015,11,735
28,2015,12,493
29,2016,1,301
30,2016,2,410
31,2016,3,642
32,2016,4,725
33,2016,5,1021
34,2016,6,1364
35,2016,7,1313
36,2016,8,1176
37,2016,9,1198
38,2016,10,1060
39,2016,11,799
40,2016,12,415
