,START TIME YEAR,START TIME MONTH,BIKE TRIPS
0,2013,6,3
1,2013,7,244
2,2013,8,476
3,2013,9,433
4,2013,10,186
5,2013,11,24
6,2013,12,19
7,2014,1,5
8,2014,2,3
9,2014,3,18
10,2014,4,73
11,2014,5,129
12,2014,6,160
13,2014,7,201
14,2014,8,182
15,2014,9,72
16,2014,10,70
17,2014,11,16
18,2014,12,12
19,2015,1,3
20,2015,2,4
21,2015,3,20
22,2015,4,41
23,2015,5,75
24,2015,6,133
25,2015,7,157
26,2015,8,223
27,2015,9,136
28,2015,10,60
29,2015,11,45
30,2015,12,78
31,2016,1,33
32,2016,2,36
33,2016,3,23
34,2016,4,58
35,2016,5,68
36,2016,6,101
37,2016,7,271
38,2016,8,226
39,2016,9,185
40,2016,10,133
41,2016,11,89
42,2016,12,12
