,START TIME YEAR,START TIME MONTH,BIKE TRIPS
0,2013,7,85
1,2013,8,1016
2,2013,9,906
3,2013,10,550
4,2013,11,337
5,2013,12,146
6,2014,1,107
7,2014,2,99
8,2014,3,286
9,2014,4,632
10,2014,5,1110
11,2014,6,1280
12,2014,7,1577
13,2014,8,1457
14,2014,9,1253
15,2014,10,1067
16,2014,11,601
17,2014,12,422
18,2015,1,189
19,2015,2,118
20,2015,3,423
21,2015,4,659
22,2015,5,1105
23,2015,6,1829
24,2015,7,2246
25,2015,8,2278
26,2015,9,1833
27,2015,10,1425
28,2015,11,776
29,2015,12,475
30,2016,1,319
31,2016,2,502
32,2016,3,851
33,2016,4,1172
34,2016,5,1707
35,2016,6,2130
36,2016,7,2244
37,2016,8,2077
38,2016,9,2000
39,2016,10,1451
40,2016,11,940
41,2016,12,372
