,START TIME YEAR,START TIME MONTH,BIKE TRIPS
0,2013,6,3
1,2013,7,131
2,2013,8,544
3,2013,9,669
4,2013,10,438
5,2013,11,278
6,2013,12,87
7,2014,1,43
8,2014,2,57
9,2014,3,159
10,2014,4,384
11,2014,5,780
12,2014,6,986
13,2014,7,1121
14,2014,8,983
15,2014,9,958
16,2014,10,677
17,2014,11,263
18,2014,12,190
19,2015,1,131
20,2015,2,45
21,2015,3,315
22,2015,4,343
23,2015,5,724
24,2015,6,912
25,2015,7,1256
26,2015,8,1282
27,2015,9,1155
28,2015,10,985
29,2015,11,629
30,2015,12,323
31,2016,1,207
32,2016,2,292
33,2016,3,541
34,2016,4,650
35,2016,5,1068
36,2016,6,1392
37,2016,7,1318
38,2016,8,1291
39,2016,9,1144
40,2016,10,1054
41,2016,11,676
42,2016,12,243
