,START TIME YEAR,START TIME MONTH,BIKE TRIPS
0,2013,8,62
1,2013,9,391
2,2013,10,406
3,2013,11,191
4,2013,12,75
5,2014,1,66
6,2014,2,54
7,2014,3,118
8,2014,4,289
9,2014,5,549
10,2014,6,886
11,2014,7,1022
12,2014,8,805
13,2014,9,640
14,2014,10,603
15,2014,11,293
16,2014,12,226
17,2015,1,125
18,2015,2,88
19,2015,3,329
20,2015,4,602
21,2015,5,663
22,2015,6,754
23,2015,7,950
24,2015,8,765
25,2015,9,1108
26,2015,10,1170
27,2015,11,719
28,2015,12,374
29,2016,1,351
30,2016,2,419
31,2016,3,504
32,2016,4,535
33,2016,5,798
34,2016,6,1090
35,2016,7,905
36,2016,8,796
37,2016,9,1460
38,2016,10,1246
39,2016,11,993
40,2016,12,307
