,START TIME YEAR,START TIME MONTH,BIKE TRIPS
0,2013,8,154
1,2013,9,127
2,2013,10,61
3,2013,11,11
4,2013,12,10
5,2014,1,1
6,2014,2,5
7,2014,3,17
8,2014,4,33
9,2014,5,89
10,2014,6,69
11,2014,7,134
12,2014,8,113
13,2014,9,48
14,2014,10,70
15,2014,11,8
16,2014,12,11
17,2015,1,9
18,2015,2,2
19,2015,3,49
20,2015,4,12
21,2015,5,79
22,2015,6,96
23,2015,7,119
24,2015,8,213
25,2015,9,166
26,2015,10,88
27,2015,11,54
28,2015,12,25
29,2016,1,15
30,2016,2,18
31,2016,3,49
32,2016,4,35
33,2016,5,73
34,2016,6,90
35,2016,7,116
36,2016,8,146
37,2016,9,103
38,2016,10,67
39,2016,11,44
40,2016,12,26
