,START TIME YEAR,START TIME MONTH,BIKE TRIPS
0,2013,8,185
1,2013,9,300
2,2013,10,167
3,2013,11,112
4,2013,12,44
5,2014,1,23
6,2014,2,26
7,2014,3,78
8,2014,4,207
9,2014,5,294
10,2014,6,413
11,2014,7,574
12,2014,8,473
13,2014,9,431
14,2014,10,447
15,2014,11,168
16,2014,12,127
17,2015,1,151
18,2015,2,91
19,2015,3,190
20,2015,4,316
21,2015,5,342
22,2015,6,422
23,2015,7,492
24,2015,8,605
25,2015,9,547
26,2015,10,418
27,2015,11,283
28,2015,12,246
29,2016,1,184
30,2016,2,152
31,2016,3,183
32,2016,4,202
33,2016,5,344
34,2016,6,508
35,2016,7,448
36,2016,8,308
37,2016,9,322
38,2016,10,282
39,2016,11,200
40,2016,12,78
