,START TIME YEAR,START TIME MONTH,BIKE TRIPS
0,2013,8,336
1,2013,9,855
2,2013,10,538
3,2013,11,186
4,2013,12,60
5,2014,1,30
6,2014,2,40
7,2014,3,140
8,2014,4,498
9,2014,5,1091
10,2014,6,1225
11,2014,7,1701
12,2014,8,1534
13,2014,9,1089
14,2014,10,556
15,2014,11,192
16,2014,12,133
17,2015,1,81
18,2015,2,40
19,2015,3,292
20,2015,4,549
21,2015,5,979
22,2015,6,1398
23,2015,7,2216
24,2015,8,2115
25,2015,9,1605
26,2015,10,1076
27,2015,11,594
28,2015,12,225
29,2016,1,231
30,2016,2,304
31,2016,3,460
32,2016,4,827
33,2016,5,1310
34,2016,6,1661
35,2016,7,2165
36,2016,8,2095
37,2016,9,1565
38,2016,10,1119
39,2016,11,706
40,2016,12,186
