,START TIME YEAR,START TIME MONTH,BIKE TRIPS
0,2013,6,3
1,2013,7,84
2,2013,8,48
3,2013,9,151
4,2013,10,503
5,2013,11,225
6,2013,12,132
7,2014,1,101
8,2014,2,73
9,2014,3,256
10,2014,4,533
11,2014,5,1077
12,2014,6,1085
13,2014,7,1332
14,2014,8,1241
15,2014,9,1120
16,2014,10,759
17,2014,11,350
18,2014,12,250
19,2015,1,181
20,2015,2,125
21,2015,3,394
22,2015,4,601
23,2015,5,751
24,2015,6,1019
25,2015,7,1302
26,2015,8,1256
27,2015,9,1155
28,2015,10,819
29,2015,11,513
30,2015,12,335
31,2016,1,289
32,2016,2,366
33,2016,3,583
34,2016,4,721
35,2016,5,915
36,2016,6,1259
37,2016,7,1209
38,2016,8,1351
39,2016,9,1171
40,2016,10,1024
41,2016,11,779
42,2016,12,275
