,START TIME YEAR,START TIME MONTH,BIKE TRIPS
0,2013,8,113
1,2013,9,383
2,2013,10,403
3,2013,11,174
4,2013,12,104
5,2014,1,40
6,2014,2,13
7,2014,3,163
8,2014,4,319
9,2014,5,438
10,2014,6,429
11,2014,7,522
12,2014,8,567
13,2014,9,490
14,2014,10,437
15,2014,11,225
16,2014,12,197
17,2015,1,60
18,2015,2,38
19,2015,3,286
20,2015,4,281
21,2015,5,462
22,2015,6,543
23,2015,7,637
24,2015,8,785
25,2015,9,760
26,2015,10,674
27,2015,11,378
28,2015,12,286
29,2016,1,147
30,2016,2,113
31,2016,3,363
32,2016,4,294
33,2016,5,454
34,2016,6,566
35,2016,7,742
36,2016,8,544
37,2016,9,524
38,2016,10,641
39,2016,11,362
40,2016,12,131
