,START TIME YEAR,START TIME MONTH,BIKE TRIPS
0,2013,6,1
1,2013,7,42
2,2013,8,261
3,2013,9,849
4,2013,10,459
5,2013,11,291
6,2013,12,112
7,2014,1,43
8,2014,2,73
9,2014,3,212
10,2014,4,415
11,2014,5,658
12,2014,6,1207
13,2014,7,1151
14,2014,8,1044
15,2014,9,645
16,2014,10,710
17,2014,11,402
18,2014,12,304
19,2015,1,191
20,2015,2,92
21,2015,3,336
22,2015,4,591
23,2015,5,916
24,2015,6,1193
25,2015,7,1369
26,2015,8,1352
27,2015,9,1362
28,2015,10,1175
29,2015,11,607
30,2015,12,417
31,2016,1,328
32,2016,2,443
33,2016,3,582
34,2016,4,584
35,2016,5,934
36,2016,6,1527
37,2016,7,1365
38,2016,8,1141
39,2016,9,1260
40,2016,10,1078
41,2016,11,745
42,2016,12,295
