,START TIME YEAR,START TIME MONTH,BIKE TRIPS
0,2013,6,11
1,2013,7,436
2,2013,8,733
3,2013,9,746
4,2013,10,572
5,2013,11,325
6,2013,12,181
7,2014,1,136
8,2014,2,114
9,2014,3,239
10,2014,4,511
11,2014,5,898
12,2014,6,1371
13,2014,7,1481
14,2014,8,1242
15,2014,9,1098
16,2014,10,818
17,2014,11,440
18,2014,12,263
19,2015,1,165
20,2015,2,77
21,2015,3,398
22,2015,4,673
23,2015,5,1033
24,2015,6,1435
25,2015,7,1777
26,2015,8,1665
27,2015,9,1493
28,2015,10,1047
29,2015,11,644
30,2015,12,380
31,2016,1,347
32,2016,2,468
33,2016,3,663
34,2016,4,914
35,2016,5,1232
36,2016,6,1650
37,2016,7,1507
38,2016,8,1461
39,2016,9,1408
40,2016,10,1076
41,2016,11,752
42,2016,12,262
