,START TIME YEAR,START TIME MONTH,BIKE TRIPS
0,2013,9,104
1,2013,10,618
2,2013,11,356
3,2013,12,154
4,2014,1,98
5,2014,2,96
6,2014,3,256
7,2014,4,632
8,2014,5,1103
9,2014,6,1289
10,2014,7,1546
11,2014,8,1332
12,2014,9,1247
13,2014,10,950
14,2014,11,515
15,2014,12,530
16,2015,1,361
17,2015,2,210
18,2015,3,640
19,2015,4,902
20,2015,5,930
21,2015,6,1322
22,2015,7,1659
23,2015,8,1726
24,2015,9,1572
25,2015,10,1199
26,2015,11,753
27,2015,12,530
28,2016,1,443
29,2016,2,511
30,2016,3,610
31,2016,4,673
32,2016,5,1211
33,2016,6,1492
34,2016,7,1502
35,2016,8,1446
36,2016,9,1427
37,2016,10,1159
38,2016,11,778
39,2016,12,336
