,START TIME YEAR,START TIME MONTH,BIKE TRIPS
0,2013,6,36
1,2013,7,727
2,2013,8,732
3,2013,9,653
4,2013,10,374
5,2013,11,204
6,2013,12,98
7,2014,1,63
8,2014,2,83
9,2014,3,203
10,2014,4,495
11,2014,5,671
12,2014,6,791
13,2014,7,885
14,2014,8,923
15,2014,9,794
16,2014,10,642
17,2014,11,332
18,2014,12,215
19,2015,1,230
20,2015,2,162
21,2015,3,401
22,2015,4,482
23,2015,5,710
24,2015,6,855
25,2015,7,1103
26,2015,8,962
27,2015,9,911
28,2015,10,733
29,2015,11,518
30,2015,12,355
31,2016,1,421
32,2016,2,419
33,2016,3,503
34,2016,4,506
35,2016,5,613
36,2016,6,746
37,2016,7,1002
38,2016,8,938
39,2016,9,787
40,2016,10,762
41,2016,11,519
42,2016,12,259
