,START TIME YEAR,START TIME MONTH,BIKE TRIPS
0,2013,9,270
1,2013,10,102
2,2013,11,37
3,2013,12,17
4,2014,1,4
5,2014,2,4
6,2014,3,30
7,2014,4,82
8,2014,5,402
9,2014,6,440
10,2014,7,493
11,2014,8,470
12,2014,9,240
13,2014,10,162
14,2014,11,27
15,2014,12,7
16,2015,1,6
17,2015,2,1
18,2015,3,70
19,2015,4,119
20,2015,5,211
21,2015,6,351
22,2015,7,391
23,2015,8,544
24,2015,9,325
25,2015,10,194
26,2015,11,99
27,2015,12,22
28,2016,1,22
29,2016,2,65
30,2016,3,118
31,2016,4,210
32,2016,5,356
33,2016,6,421
34,2016,7,571
35,2016,8,334
36,2016,9,360
37,2016,10,189
38,2016,11,84
39,2016,12,37
