,START TIME YEAR,START TIME MONTH,BIKE TRIPS
0,2013,6,49
1,2013,7,1068
2,2013,8,1166
3,2013,9,1085
4,2013,10,941
5,2013,11,592
6,2013,12,341
7,2014,1,175
8,2014,2,171
9,2014,3,403
10,2014,4,831
11,2014,5,1217
12,2014,6,1547
13,2014,7,1916
14,2014,8,1927
15,2014,9,1968
16,2014,10,1660
17,2014,11,916
18,2014,12,747
19,2015,1,526
20,2015,2,289
21,2015,3,779
22,2015,4,1246
23,2015,5,1543
24,2015,6,1999
25,2015,7,2434
26,2015,8,2511
27,2015,9,2256
28,2015,10,1915
29,2015,11,1195
30,2015,12,916
31,2016,1,605
32,2016,2,702
33,2016,3,1262
34,2016,4,1287
35,2016,5,1687
36,2016,6,2224
37,2016,7,2260
38,2016,8,2231
39,2016,9,2232
40,2016,10,2031
41,2016,11,1514
42,2016,12,768
