,START TIME YEAR,START TIME MONTH,BIKE TRIPS
0,2013,9,482
1,2013,10,1020
2,2013,11,519
3,2013,12,230
4,2014,1,119
5,2014,2,150
6,2014,3,482
7,2014,4,1003
8,2014,5,2164
9,2014,6,2642
10,2014,7,2863
11,2014,8,2980
12,2014,9,2367
13,2014,10,1700
14,2014,11,918
15,2014,12,739
16,2015,1,622
17,2015,2,309
18,2015,3,933
19,2015,4,1402
20,2015,5,2322
21,2015,6,2916
22,2015,7,3904
23,2015,8,3440
24,2015,9,3015
25,2015,10,2016
26,2015,11,1407
27,2015,12,948
28,2016,1,820
29,2016,2,861
30,2016,3,1304
31,2016,4,1616
32,2016,5,2395
33,2016,6,3175
34,2016,7,3370
35,2016,8,3094
36,2016,9,2668
37,2016,10,2087
38,2016,11,1514
39,2016,12,471
