,START TIME YEAR,START TIME MONTH,BIKE TRIPS
0,2013,6,7
1,2013,7,62
2,2013,8,80
3,2013,9,103
4,2013,10,534
5,2013,11,284
6,2013,12,120
7,2014,1,44
8,2014,2,42
9,2014,3,236
10,2014,4,473
11,2014,5,721
12,2014,6,979
13,2014,7,1194
14,2014,8,1635
15,2014,9,1450
16,2014,10,1354
17,2014,11,782
18,2014,12,416
19,2015,1,320
20,2015,2,203
21,2015,3,583
22,2015,4,853
23,2015,5,933
24,2015,6,1286
25,2015,7,1488
26,2015,8,1419
27,2015,9,1728
28,2015,10,1373
29,2015,11,848
30,2015,12,492
31,2016,1,329
32,2016,2,408
33,2016,3,776
34,2016,4,809
35,2016,5,1105
36,2016,6,1598
37,2016,7,1594
38,2016,8,1831
39,2016,9,1656
40,2016,10,1421
41,2016,11,1052
42,2016,12,352
