,START TIME YEAR,START TIME MONTH,BIKE TRIPS
0,2013,9,496
1,2013,10,561
2,2013,11,306
3,2013,12,136
4,2014,1,52
5,2014,2,55
6,2014,3,153
7,2014,4,515
8,2014,5,945
9,2014,6,1279
10,2014,7,1342
11,2014,8,1281
12,2014,9,1036
13,2014,10,720
14,2014,11,360
15,2014,12,226
16,2015,1,185
17,2015,2,54
18,2015,3,355
19,2015,4,625
20,2015,5,701
21,2015,6,1155
22,2015,7,1315
23,2015,8,1334
24,2015,9,1170
25,2015,10,890
26,2015,11,526
27,2015,12,327
28,2016,1,186
29,2016,2,261
30,2016,3,491
31,2016,4,611
32,2016,5,902
33,2016,6,1184
34,2016,7,1196
35,2016,8,1148
36,2016,9,1057
37,2016,10,853
38,2016,11,620
39,2016,12,217
