,START TIME YEAR,START TIME MONTH,BIKE TRIPS
0,2013,7,35
1,2013,8,319
2,2013,9,310
3,2013,10,376
4,2013,11,253
5,2013,12,106
6,2014,1,34
7,2014,2,57
8,2014,3,121
9,2014,4,239
10,2014,5,404
11,2014,6,496
12,2014,7,554
13,2014,8,557
14,2014,9,520
15,2014,10,403
16,2014,11,284
17,2014,12,239
18,2015,1,148
19,2015,2,76
20,2015,3,165
21,2015,4,255
22,2015,5,434
23,2015,6,474
24,2015,7,587
25,2015,8,559
26,2015,9,490
27,2015,10,517
28,2015,11,301
29,2015,12,266
30,2016,1,201
31,2016,2,211
32,2016,3,354
33,2016,4,430
34,2016,5,536
35,2016,6,662
36,2016,7,814
37,2016,8,615
38,2016,9,646
39,2016,10,585
40,2016,11,435
41,2016,12,256
