,START TIME YEAR,START TIME MONTH,BIKE TRIPS
0,2013,9,197
1,2013,10,428
2,2013,11,236
3,2013,12,84
4,2014,1,56
5,2014,2,56
6,2014,3,142
7,2014,4,371
8,2014,5,732
9,2014,6,1030
10,2014,7,977
11,2014,8,905
12,2014,9,786
13,2014,10,565
14,2014,11,314
15,2014,12,236
16,2015,1,161
17,2015,2,103
18,2015,3,323
19,2015,4,576
20,2015,5,802
21,2015,6,1296
22,2015,7,1519
23,2015,8,1327
24,2015,9,1246
25,2015,10,918
26,2015,11,450
27,2015,12,322
28,2016,1,250
29,2016,2,309
30,2016,3,460
31,2016,4,611
32,2016,5,894
33,2016,6,1420
34,2016,7,1338
35,2016,8,1209
36,2016,9,1102
37,2016,10,984
38,2016,11,653
39,2016,12,257
