,START TIME YEAR,START TIME MONTH,BIKE TRIPS
0,2013,9,133
1,2013,10,101
2,2013,11,34
3,2013,12,13
4,2014,1,4
5,2014,2,10
6,2014,3,36
7,2014,4,99
8,2014,5,205
9,2014,6,239
10,2014,7,334
11,2014,8,385
12,2014,9,210
13,2014,10,132
14,2014,11,83
15,2014,12,73
16,2015,1,58
17,2015,2,34
18,2015,3,78
19,2015,4,148
20,2015,5,267
21,2015,6,378
22,2015,7,415
23,2015,8,444
24,2015,9,359
25,2015,10,294
26,2015,11,161
27,2015,12,177
28,2016,1,120
29,2016,2,82
30,2016,3,153
31,2016,4,245
32,2016,5,311
33,2016,6,396
34,2016,7,399
35,2016,8,412
36,2016,9,347
37,2016,10,241
38,2016,11,135
39,2016,12,68
