,START TIME YEAR,START TIME MONTH,BIKE TRIPS
0,2013,6,36
1,2013,7,627
2,2013,8,1572
3,2013,9,1580
4,2013,10,1650
5,2013,11,1048
6,2013,12,610
7,2014,1,306
8,2014,2,301
9,2014,3,688
10,2014,4,1323
11,2014,5,2214
12,2014,6,2650
13,2014,7,2988
14,2014,8,2951
15,2014,9,2881
16,2014,10,2434
17,2014,11,1328
18,2014,12,891
19,2015,1,624
20,2015,2,433
21,2015,3,1116
22,2015,4,1717
23,2015,5,2445
24,2015,6,4306
25,2015,7,4961
26,2015,8,4692
27,2015,9,3879
28,2015,10,3187
29,2015,11,1957
30,2015,12,1159
31,2016,1,959
32,2016,2,1087
33,2016,3,1762
34,2016,4,2500
35,2016,5,3413
36,2016,6,4295
37,2016,7,4127
38,2016,8,4189
39,2016,9,4057
40,2016,10,3363
41,2016,11,2443
42,2016,12,975
