,START TIME YEAR,START TIME MONTH,BIKE TRIPS
0,2013,9,336
1,2013,10,530
2,2013,11,317
3,2013,12,117
4,2014,1,51
5,2014,2,60
6,2014,3,207
7,2014,4,474
8,2014,5,850
9,2014,6,1092
10,2014,7,1108
11,2014,8,1156
12,2014,9,1035
13,2014,10,656
14,2014,11,386
15,2014,12,311
16,2015,1,208
17,2015,2,121
18,2015,3,358
19,2015,4,673
20,2015,5,1051
21,2015,6,1285
22,2015,7,1569
23,2015,8,1685
24,2015,9,1236
25,2015,10,960
26,2015,11,634
27,2015,12,476
28,2016,1,306
29,2016,2,305
30,2016,3,546
31,2016,4,567
32,2016,5,941
33,2016,6,1417
34,2016,7,1459
35,2016,8,1414
36,2016,9,1306
37,2016,10,886
38,2016,11,677
39,2016,12,265
