,START TIME YEAR,START TIME MONTH,BIKE TRIPS
0,2013,9,118
1,2013,10,183
2,2013,11,10
3,2013,12,14
4,2014,1,14
5,2014,2,14
6,2014,3,26
7,2014,4,122
8,2014,5,373
9,2014,6,424
10,2014,7,483
11,2014,8,471
12,2014,9,302
13,2014,10,267
14,2014,11,170
15,2014,12,141
16,2015,1,100
17,2015,2,55
18,2015,3,140
19,2015,4,202
20,2015,5,341
21,2015,6,393
22,2015,7,616
23,2015,8,596
24,2015,9,491
25,2015,10,461
26,2015,11,277
27,2015,12,187
28,2016,1,104
29,2016,2,118
30,2016,3,207
31,2016,4,274
32,2016,5,256
33,2016,6,415
34,2016,7,422
35,2016,8,387
36,2016,9,247
37,2016,10,253
38,2016,11,173
39,2016,12,72
