,START TIME YEAR,START TIME MONTH,BIKE TRIPS
0,2013,9,124
1,2013,10,174
2,2013,11,95
3,2013,12,75
4,2014,1,31
5,2014,2,20
6,2014,3,84
7,2014,4,206
8,2014,5,445
9,2014,6,514
10,2014,7,673
11,2014,8,558
12,2014,9,433
13,2014,10,335
14,2014,11,176
15,2014,12,135
16,2015,1,90
17,2015,2,54
18,2015,3,155
19,2015,4,245
20,2015,5,363
21,2015,6,595
22,2015,7,867
23,2015,8,619
24,2015,9,507
25,2015,10,489
26,2015,11,287
27,2015,12,148
28,2016,1,123
29,2016,2,192
30,2016,3,252
31,2016,4,331
32,2016,5,479
33,2016,6,598
34,2016,7,629
35,2016,8,593
36,2016,9,717
37,2016,10,657
38,2016,11,561
39,2016,12,234
