,START TIME YEAR,START TIME MONTH,BIKE TRIPS
0,2013,7,30
1,2013,8,303
2,2013,9,349
3,2013,10,189
4,2013,11,86
5,2013,12,67
6,2014,1,23
7,2014,2,36
8,2014,3,82
9,2014,4,172
10,2014,5,286
11,2014,6,377
12,2014,7,397
13,2014,8,404
14,2014,9,277
15,2014,10,206
16,2014,11,128
17,2014,12,83
18,2015,1,68
19,2015,2,71
20,2015,3,115
21,2015,4,188
22,2015,5,298
23,2015,6,459
24,2015,7,592
25,2015,8,421
26,2015,9,338
27,2015,10,238
28,2015,11,153
29,2015,12,135
30,2016,1,88
31,2016,2,81
32,2016,3,138
33,2016,4,187
34,2016,5,250
35,2016,6,240
36,2016,7,438
37,2016,8,330
38,2016,9,328
39,2016,10,183
40,2016,11,159
41,2016,12,34
