,START TIME YEAR,START TIME MONTH,BIKE TRIPS
0,2013,8,1999
1,2013,9,1610
2,2013,10,1195
3,2013,11,583
4,2013,12,295
5,2014,1,112
6,2014,2,137
7,2014,3,402
8,2014,4,858
9,2014,5,1800
10,2014,6,2112
11,2014,7,2278
12,2014,8,2135
13,2014,9,1772
14,2014,10,1462
15,2014,11,642
16,2014,12,432
17,2015,1,316
18,2015,2,162
19,2015,3,502
20,2015,4,850
21,2015,5,1444
22,2015,6,2032
23,2015,7,1815
24,2015,8,2040
25,2015,9,2143
26,2015,10,1668
27,2015,11,672
28,2015,12,500
29,2016,1,374
30,2016,2,553
31,2016,3,924
32,2016,4,1069
33,2016,5,1648
34,2016,6,2338
35,2016,7,2496
36,2016,8,2242
37,2016,9,1973
38,2016,10,1550
39,2016,11,1078
40,2016,12,491
