,START TIME YEAR,START TIME MONTH,BIKE TRIPS
0,2013,8,610
1,2013,9,936
2,2013,10,743
3,2013,11,286
4,2013,12,98
5,2014,1,51
6,2014,2,54
7,2014,3,184
8,2014,4,554
9,2014,5,1189
10,2014,6,1460
11,2014,7,1485
12,2014,8,1603
13,2014,9,953
14,2014,10,966
15,2014,11,460
16,2014,12,324
17,2015,1,158
18,2015,2,98
19,2015,3,377
20,2015,4,717
21,2015,5,923
22,2015,6,1144
23,2015,7,1667
24,2015,8,1481
25,2015,9,1246
26,2015,10,926
27,2015,11,487
28,2015,12,338
29,2016,1,244
30,2016,2,365
31,2016,3,539
32,2016,4,704
33,2016,5,1090
34,2016,6,1415
35,2016,7,1759
36,2016,8,1517
37,2016,9,1339
38,2016,10,1306
39,2016,11,679
40,2016,12,250
