,START TIME YEAR,START TIME MONTH,BIKE TRIPS
0,2013,6,5
1,2013,7,47
2,2013,8,127
3,2013,9,789
4,2013,10,1355
5,2013,11,665
6,2013,12,201
7,2014,1,94
8,2014,2,103
9,2014,3,491
10,2014,4,1053
11,2014,5,2150
12,2014,6,2864
13,2014,7,3430
14,2014,8,3177
15,2014,9,2245
16,2014,10,1703
17,2014,11,807
18,2014,12,577
19,2015,1,456
20,2015,2,209
21,2015,3,799
22,2015,4,1482
23,2015,5,2264
24,2015,6,3019
25,2015,7,3890
26,2015,8,3648
27,2015,9,3015
28,2015,10,2148
29,2015,11,1303
30,2015,12,783
31,2016,1,521
32,2016,2,695
33,2016,3,1137
34,2016,4,1518
35,2016,5,2715
36,2016,6,3438
37,2016,7,3858
38,2016,8,3439
39,2016,9,3981
40,2016,10,2808
41,2016,11,1921
42,2016,12,628
