,START TIME YEAR,START TIME MONTH,BIKE TRIPS
0,2013,8,299
1,2013,9,1051
2,2013,10,452
3,2013,11,203
4,2013,12,57
5,2014,1,87
6,2014,2,82
7,2014,3,192
8,2014,4,430
9,2014,5,818
10,2014,6,857
11,2014,7,1016
12,2014,8,913
13,2014,9,1320
14,2014,10,516
15,2014,11,247
16,2014,12,146
17,2015,1,113
18,2015,2,85
19,2015,3,316
20,2015,4,399
21,2015,5,501
22,2015,6,666
23,2015,7,782
24,2015,8,834
25,2015,9,602
26,2015,10,360
27,2015,11,213
28,2015,12,174
29,2016,1,97
30,2016,2,123
31,2016,3,244
32,2016,4,405
33,2016,5,593
34,2016,6,632
35,2016,7,955
36,2016,8,817
37,2016,9,684
38,2016,10,541
39,2016,11,312
40,2016,12,86
