,START TIME YEAR,START TIME MONTH,BIKE TRIPS
0,2013,6,34
1,2013,7,133
2,2013,8,150
3,2013,9,869
4,2013,10,450
5,2013,11,223
6,2013,12,80
7,2014,1,34
8,2014,2,60
9,2014,3,164
10,2014,4,454
11,2014,5,973
12,2014,6,1231
13,2014,7,1156
14,2014,8,1117
15,2014,9,858
16,2014,10,510
17,2014,11,194
18,2014,12,159
19,2015,1,100
20,2015,2,27
21,2015,3,274
22,2015,4,491
23,2015,5,1049
24,2015,6,1249
25,2015,7,1777
26,2015,8,1450
27,2015,9,1180
28,2015,10,740
29,2015,11,400
30,2015,12,261
31,2016,1,166
32,2016,2,303
33,2016,3,433
34,2016,4,429
35,2016,5,831
36,2016,6,1111
37,2016,7,1308
38,2016,8,1002
39,2016,9,946
40,2016,10,820
41,2016,11,512
42,2016,12,141
