,START TIME YEAR,START TIME MONTH,BIKE TRIPS
0,2013,8,44
1,2013,9,135
2,2013,10,91
3,2013,11,18
4,2013,12,15
5,2014,1,4
6,2014,2,3
7,2014,3,20
8,2014,4,74
9,2014,5,134
10,2014,6,169
11,2014,7,182
12,2014,8,203
13,2014,9,195
14,2014,10,103
15,2014,11,52
16,2014,12,50
17,2015,1,27
18,2015,2,12
19,2015,3,48
20,2015,4,95
21,2015,5,177
22,2015,6,214
23,2015,7,266
24,2015,8,221
25,2015,9,198
26,2015,10,117
27,2015,11,75
28,2015,12,40
29,2016,1,43
30,2016,2,60
31,2016,3,85
32,2016,4,129
33,2016,5,245
34,2016,6,256
35,2016,7,381
36,2016,8,308
37,2016,9,281
38,2016,10,231
39,2016,11,159
40,2016,12,51
