,START TIME YEAR,START TIME MONTH,BIKE TRIPS
0,2013,9,60
1,2013,10,490
2,2013,11,268
3,2013,12,122
4,2014,1,63
5,2014,2,60
6,2014,3,94
7,2014,4,409
8,2014,5,808
9,2014,6,1080
10,2014,7,1092
11,2014,8,747
12,2014,9,776
13,2014,10,558
14,2014,11,303
15,2014,12,252
16,2015,1,162
17,2015,2,110
18,2015,3,331
19,2015,4,678
20,2015,5,923
21,2015,6,1028
22,2015,7,1217
23,2015,8,1178
24,2015,9,989
25,2015,10,871
26,2015,11,512
27,2015,12,348
28,2016,1,259
29,2016,2,265
30,2016,3,482
31,2016,4,586
32,2016,5,886
33,2016,6,1319
34,2016,7,1321
35,2016,8,1256
36,2016,9,1313
37,2016,10,970
38,2016,11,623
39,2016,12,217
