,START TIME YEAR,START TIME MONTH,BIKE TRIPS
0,2013,9,165
1,2013,10,1047
2,2013,11,547
3,2013,12,229
4,2014,1,131
5,2014,2,154
6,2014,3,469
7,2014,4,1105
8,2014,5,1994
9,2014,6,2569
10,2014,7,2968
11,2014,8,2786
12,2014,9,2196
13,2014,10,1561
14,2014,11,751
15,2014,12,588
16,2015,1,461
17,2015,2,180
18,2015,3,786
19,2015,4,1249
20,2015,5,2191
21,2015,6,2580
22,2015,7,3350
23,2015,8,3025
24,2015,9,2672
25,2015,10,13
26,2016,4,44
27,2016,5,1677
28,2016,6,2761
29,2016,7,2925
30,2016,8,2763
31,2016,9,2608
32,2016,10,1906
33,2016,11,1296
34,2016,12,466
