,START TIME YEAR,START TIME MONTH,BIKE TRIPS
0,2013,8,209
1,2013,9,354
2,2013,10,468
3,2013,11,249
4,2013,12,135
5,2014,1,82
6,2014,2,90
7,2014,3,231
8,2014,4,329
9,2014,5,517
10,2014,6,598
11,2014,7,692
12,2014,8,547
13,2014,9,528
14,2014,10,512
15,2014,11,286
16,2014,12,196
17,2015,1,227
18,2015,2,147
19,2015,3,308
20,2015,4,437
21,2015,5,504
22,2015,6,599
23,2015,7,609
24,2015,8,613
25,2015,9,536
26,2015,10,486
27,2015,11,286
28,2015,12,262
29,2016,1,195
30,2016,2,209
31,2016,3,325
32,2016,4,357
33,2016,5,490
34,2016,6,606
35,2016,7,550
36,2016,8,629
37,2016,9,625
38,2016,10,487
39,2016,11,385
40,2016,12,177
