,START TIME YEAR,START TIME MONTH,BIKE TRIPS
0,2013,6,7
1,2013,7,37
2,2013,9,227
3,2013,10,444
4,2013,11,267
5,2013,12,141
6,2014,1,97
7,2014,2,111
8,2014,3,285
9,2014,4,431
10,2014,5,606
11,2014,6,749
12,2014,7,835
13,2014,8,759
14,2014,9,790
15,2014,10,641
16,2014,11,293
17,2014,12,237
18,2015,1,188
19,2015,2,51
20,2015,3,189
21,2015,4,175
22,2015,5,538
23,2015,6,938
24,2015,7,1149
25,2015,8,1115
26,2015,9,1163
27,2015,10,825
28,2015,11,555
29,2015,12,412
30,2016,1,282
31,2016,2,351
32,2016,3,542
33,2016,4,567
34,2016,5,932
35,2016,6,1196
36,2016,7,1162
37,2016,8,1144
38,2016,9,986
39,2016,10,794
40,2016,11,601
41,2016,12,231
