,START TIME YEAR,START TIME MONTH,BIKE TRIPS
0,2013,9,51
1,2013,10,44
2,2013,11,9
3,2013,12,10
4,2014,1,18
5,2014,2,2
6,2014,3,4
7,2014,4,105
8,2014,5,121
9,2014,6,122
10,2014,7,60
11,2014,8,151
12,2014,9,123
13,2014,10,100
14,2014,11,19
15,2014,12,17
16,2015,1,13
17,2015,2,8
18,2015,3,41
19,2015,4,72
20,2015,5,78
21,2015,6,156
22,2015,7,173
23,2015,8,189
24,2015,9,121
25,2015,10,71
26,2015,11,71
27,2015,12,26
28,2016,1,19
29,2016,2,32
30,2016,3,75
31,2016,4,70
32,2016,5,142
33,2016,6,149
34,2016,7,180
35,2016,8,118
36,2016,9,98
37,2016,10,53
38,2016,11,46
39,2016,12,17
