,START TIME YEAR,START TIME MONTH,BIKE TRIPS
0,2013,6,2
1,2013,7,100
2,2013,8,1645
3,2013,9,1435
4,2013,10,1227
5,2013,11,689
6,2013,12,352
7,2014,1,200
8,2014,2,247
9,2014,3,529
10,2014,4,1036
11,2014,5,1880
12,2014,6,2416
13,2014,7,2762
14,2014,8,2947
15,2014,9,2455
16,2014,10,2035
17,2014,11,967
18,2014,12,711
19,2015,1,449
20,2015,2,277
21,2015,3,988
22,2015,4,1566
23,2015,5,2229
24,2015,6,3031
25,2015,7,3643
26,2015,8,3679
27,2015,9,3096
28,2015,10,2642
29,2015,11,1584
30,2015,12,981
31,2016,1,710
32,2016,2,989
33,2016,3,1561
34,2016,4,1877
35,2016,5,2761
36,2016,6,3990
37,2016,7,3607
38,2016,8,3529
39,2016,9,3467
40,2016,10,2456
41,2016,11,1784
42,2016,12,750
