,START TIME YEAR,START TIME MONTH,BIKE TRIPS
0,2013,9,131
1,2013,10,270
2,2013,11,165
3,2013,12,67
4,2014,1,29
5,2014,2,33
6,2014,3,108
7,2014,4,238
8,2014,5,451
9,2014,6,597
10,2014,7,577
11,2014,8,569
12,2014,9,431
13,2014,10,270
14,2014,11,157
15,2014,12,117
16,2015,1,103
17,2015,2,34
18,2015,3,176
19,2015,4,391
20,2015,5,395
21,2015,6,470
22,2015,7,577
23,2015,8,540
24,2015,9,441
25,2015,10,222
26,2015,11,225
27,2015,12,144
28,2016,1,66
29,2016,2,122
30,2016,3,164
31,2016,4,313
32,2016,5,523
33,2016,6,649
34,2016,7,660
35,2016,8,666
36,2016,9,619
37,2016,10,472
38,2016,11,370
39,2016,12,130
