,START TIME YEAR,START TIME MONTH,BIKE TRIPS
0,2013,6,65
1,2013,7,794
2,2013,8,1327
3,2013,9,1261
4,2013,10,1075
5,2013,11,576
6,2013,12,270
7,2014,1,172
8,2014,2,167
9,2014,3,505
10,2014,4,1149
11,2014,5,2161
12,2014,6,2483
13,2014,7,2766
14,2014,8,2729
15,2014,9,2246
16,2014,10,1737
17,2014,11,862
18,2014,12,717
19,2015,1,549
20,2015,2,338
21,2015,3,1029
22,2015,4,1488
23,2015,5,2045
24,2015,6,2664
25,2015,7,3213
26,2015,8,3151
27,2015,9,2892
28,2015,10,2193
29,2015,11,1430
30,2015,12,899
31,2016,1,595
32,2016,2,840
33,2016,3,1415
34,2016,4,1689
35,2016,5,2457
36,2016,6,3212
37,2016,7,3183
38,2016,8,2965
39,2016,9,2590
40,2016,10,2134
41,2016,11,1247
42,2016,12,534
